"kieskring","partij","nummer","naam kandidaat","voorletters","voornaam","gender","woonplaats"
"Leiden","CDA","14","Rog","M.R.J.","Michel","m","Haarlem"
"Leiden","CDA","15","Amhaouch","M.","Mustafa","m","Panningen"
"Leiden","CDA","16","van Helvert","M.J.F.","Martijn","m","Sittard"
"Leiden","CDA","17","Ronnes","H.A.G.","Erik","m","Boxmeer"
"Leiden","CDA","18","van den Berg-Jansen","J.A.M.J.","Joba","v","Goes"
"Leiden","CDA","19","Slootweg","E.J.","Evert Jan","m","Bennekom"
"Leiden","CDA","20","Geluk-Poortvliet","L.W.D.","Lenny","v","Zeist"
"Leiden","CDA","21","Palland","H.M.","Hilde","v","Kampen"
"Leiden","CDA","22","de Pater-Postma","W.L.","Wytske","v","'s-Gravenhage"
"Leiden","CDA","23","Terpstra","J.H.","Julius","m","Leiden"
"Leiden","CDA","24","Steenbakkers","S.P.M.F.","Stijn","m","'s-Hertogenbosch"
"Leiden","CDA","25","van den Anker","G.P.","Gerard","m","Hedel"
"Leiden","CDA","26","Heijnen","V.L.W.A.","Vivianne","v","Maastricht"
"Leiden","CDA","27","den Bak","S.W.","Sebastiaan","m","Utrecht"
"Leiden","CDA","28","Schotman","C.J.","Chris","v","Dronten"
"Leiden","CDA","29","Erkel","P.","Arjan","m","Rotterdam"
"Leiden","CDA","30","Zwinkels","C.C.M.","Karin","v","Monster"
"Leiden","CDA","31","Hanemaaijer","E.","Esther","v","Dokkum"
"Leiden","CDA","32","Hutten","G.J.","Jan","m","Arnhem"
"Leiden","CDA","33","Kip","M.","Marischa","v","'s-Gravenhage"
"Leiden","CDA","34","van Mierlo","E.J.F.M.","Eugène","m","Almelo"
"Leiden","CDA","35","de Korte-Verhoef","M.C.","Ria","v","Baambrugge"
"Leiden","CDA","36","Bergkamp","B.","Bob","m","Breda"
"Leiden","CDA","37","de Haan","J.","Jan-Jaap","m","Leiden"
"Leiden","CDA","38","van Opstal","J.M.M.","Jochgem","m","Berlijn (DE)"
"Leiden","CDA","39","Gardeniers","B.H.M.","Barbara","v","Amsterdam"
"Leiden","CDA","40","Bal","M.","Mustafa","m","Gorinchem"
"Leiden","CDA","41","Vrugt","R.","René","m","Alphen aan den Rijn"
"Leiden","CDA","42","van Dekken","B.","Bart","m","Zuidwolde"
"Leiden","CDA","43","Vloet","W.J.M.M.","Wiljan","m","Schiedam"
"Leiden","CDA","44","von Martels","M.R.H.M.","Maurits","m","Dalfsen"
"Leiden","CDA","45","van der Broek","J.M.A.R.","Roy","m","Schinnen"
"Leiden","CDA","46","Bakker","G.J.","Gert-Jan","m","'s-Gravenhage"
"Leiden","CDA","47","Besteman","J.N.","Johanna","v","Rijswijk"
"Leiden","CDA","48","Wessels","R.","Rob","m","Zoetermeer"
"Leiden","CDA","49","Demoed","J.J.","Hans","m","Hazerswoude-Dorp"
"Leiden","CDA","50","van Leeuwen","J.","Hannie","v","Rotterdam"
"Leiden","Democraten 66 (D66)","1","Pechtold","A.","Alexander","m","Wageningen"
"Leiden","Democraten 66 (D66)","2","van Veldhoven","S.","Stientje","v","Rijswijk"
"Leiden","Democraten 66 (D66)","3","Koolmees","W.","Wouter","m","Rotterdam"
"Leiden","Democraten 66 (D66)","4","Dijkstra","P.A.","Pia","v","Utrecht"
"Leiden","Democraten 66 (D66)","5","van Engelshoven","I.K.","Ingrid","v","'s-Gravenhage"
"Leiden","Democraten 66 (D66)","6","Bergkamp","V.A.","Vera","v","Amsterdam"
"Leiden","Democraten 66 (D66)","7","Verhoeven","K.","Kees","m","Amersfoort"
"Leiden","Democraten 66 (D66)","8","van Meenen","P.H.","Paul","m","Leiden"
"Leiden","Democraten 66 (D66)","9","Paternotte","J.M.","Jan","m","Amsterdam"
"Leiden","Democraten 66 (D66)","10","Van Weyenberg","S.P.R.A.","Steven","m","'s-Gravenhage"
"Leiden","Democraten 66 (D66)","11","Sjoerdsma","S.W.","Sjoerd","m","'s-Gravenhage"
"Leiden","Democraten 66 (D66)","12","Jetten","R.A.A.","Rob","m","Nijmegen"
"Leiden","Democraten 66 (D66)","13","Van Eijs","J.M.","Jessica","v","Eindhoven"
"Leiden","Democraten 66 (D66)","14","Belhaj","S.","Salima","v","Rotterdam"
"Leiden","Democraten 66 (D66)","15","Groothuizen","M.","Maarten","m","Nijmegen"
"Leiden","Democraten 66 (D66)","16","Bouali","A.","Achraf","m","Amsterdam"
"Leiden","Democraten 66 (D66)","17","Raemakers","R.","Rens","m","Neer"
"Leiden","Democraten 66 (D66)","18","Diertens","A.E.","Antje","v","Groningen"
"Leiden","Democraten 66 (D66)","19","de Groot","T.C.","Tjeerd","m","Haarlem"
"Leiden","Democraten 66 (D66)","20","den Boer","M.G.W.","Monica","v","Maasdam"
"Leiden","Democraten 66 (D66)","21","Sienot","M.F.","Matthijs","m","Utrecht"
"Leiden","Democraten 66 (D66)","22","Sneller","J.C.","Joost","m","'s-Gravenhage"
"Leiden","Democraten 66 (D66)","23","Schonis","R.A.J.","Rutger","m","Middelburg"
"Leiden","Democraten 66 (D66)","24","van Beukering-Huijbregts","M.J.T.G.","Marijke","v","IJsselstein"
"Leiden","Democraten 66 (D66)","25","Meijer","A.A.","Arend","m","Waalwijk"
"Leiden","Democraten 66 (D66)","26","Eurlings-Tonnaer","F.M.C.L.","Franca","v","Maastricht"
"Leiden","Democraten 66 (D66)","27","Ramlal","M.R.","Munish","m","Rotterdam"
"Leiden","Democraten 66 (D66)","28","van Bemmel","M.E.","Martine","v","Almere"
"Leiden","Democraten 66 (D66)","29","Lamers","C.B.M.","Kristie","v","Nijmegen"
"Leiden","Democraten 66 (D66)","30","van Essen","J.","Jaimi","m","Losser"
"Leiden","Democraten 66 (D66)","31","Verbrugge-Wormgoor","D.C.","Dina","v","Vlissingen"
"Leiden","Democraten 66 (D66)","32","van der Laan","J.M.P.","Jeanet","v","Lisse"
"Leiden","Democraten 66 (D66)","33","Zarroy","N.","Noureddine","m","Helmond"
"Leiden","Democraten 66 (D66)","34","Winkel","B.T.","Bastiaan","m","'s-Gravenhage"
"Leiden","Democraten 66 (D66)","35","Bamenga","P.","Mpanzu","m","Eindhoven"
"Leiden","Democraten 66 (D66)","36","Sanders","N.P.C.","Noëlle","v","Amersfoort"
"Leiden","Democraten 66 (D66)","37","Guernaoui","R.","Rachid","m","'s-Gravenhage"
"Leiden","Democraten 66 (D66)","38","Kat","H.","Hülya","v","IJmuiden"
"Leiden","Democraten 66 (D66)","39","Keij","E.J.","Eelco","m","Nijmegen"
"Leiden","Democraten 66 (D66)","40","Bosman","A.M.","Marijn","v","Amsterdam"
"Leiden","Democraten 66 (D66)","41","Schukking","S.S.","Sietze","m","Jirnsum"
"Leiden","Democraten 66 (D66)","42","Schepel","W.D.","Wibo","m","Voorburg"
"Leiden","Democraten 66 (D66)","43","Glastra van Loon","J.H.","Jan","m","Heesch"
"Leiden","Democraten 66 (D66)","44","van Vugt","T.","Thierry","m","Gouda"
"Leiden","Democraten 66 (D66)","45","van Dun","C.M.","Corine","v","Utrecht"
"Leiden","Democraten 66 (D66)","46","Wirken","S.T.","Stefan","m","Amsterdam"
"Leiden","Democraten 66 (D66)","47","de Smoker-van Andel","N.","Nelleke","v","Dordrecht"
"Leiden","Democraten 66 (D66)","48","Hoogeveen","T.C.","Carmen","v","Emmen"
"Leiden","Democraten 66 (D66)","49","Terlouw","G.","Bert","m","Raalte"
"Leiden","Democraten 66 (D66)","50","Ross","H.J.","Dick","m","Elst"
"Leiden","ChristenUnie","1","Segers","G.M.","Gert-Jan","m","Hoogland"
"Leiden","ChristenUnie","2","Schouten","C.J.","Carola","v","Rotterdam"
"Leiden","ChristenUnie","3","Voordewind","J.S.","Joël","m","Amsterdam"
"Leiden","ChristenUnie","4","Dik-Faber","R.K.","Carla","v","Veenendaal"
"Leiden","ChristenUnie","5","Bruins","E.E.W.","Eppo","m","Alphen aan den Rijn"
"Leiden","ChristenUnie","6","van der Graaf","S.J.F.","Stieneke","v","Groningen"
"Leiden","ChristenUnie","7","Ceder","D.G.M.","Don","m","Amsterdam"
"Leiden","ChristenUnie","8","Vreugdenhil","H.J.","Hermen","m","Nieuwendijk"
"Leiden","ChristenUnie","9","Drost","N.","Nico","m","Rhenen"
"Leiden","ChristenUnie","10","Gooijer-Medema","J.K.","Joëlle","v","Delft"
"Leiden","ChristenUnie","11","Huisman","G.W.","Gerben","m","Leeuwarden"
"Leiden","ChristenUnie","12","Rots","D.G.","Gerdien","v","Zwolle"
"Leiden","ChristenUnie","13","Tijhof","B.D.","Bert","m","Rijssen"
"Leiden","ChristenUnie","14","Grinwis","P.A.","Pieter","m","'s-Gravenhage"
"Leiden","ChristenUnie","15","Vlieg-Kempe","H.A.","Harmke","v","Assen"
"Leiden","ChristenUnie","16","Meijer","L.E.","Leon","m","Ede"
"Leiden","ChristenUnie","17","Janssen","J.","Jannes","m","Hardenberg"
"Leiden","ChristenUnie","18","Heuvelink","M.E.C.","Marijke","v","Oudheusden"
"Leiden","ChristenUnie","19","van 't Foort","S.","Sander","m","Renswoude"
"Leiden","ChristenUnie","20","Treurniet-Klapwijk","W.A.","Willemien","v","Middelburg"
"Leiden","ChristenUnie","21","Mostert","I.G.","Gerard","m","Katwijk"
"Leiden","ChristenUnie","22","Kennedy-Doornbos","S.J.","Simone","v","Amersfoort"
"Leiden","ChristenUnie","23","Ebid","E.K.","Esam","m","Eindhoven"
"Leiden","ChristenUnie","24","Hofstra","H.J.","Harold","m","Lelystad"
"Leiden","ChristenUnie","25","Kumar","A.D.J.M.","Anil","m","'s-Gravenhage"
"Leiden","ChristenUnie","26","Weigand-Timmer","H.A.C.","Jet","v","Ermelo"
"Leiden","ChristenUnie","27","Visser","B.","Ben","m","Scherpenzeel"
"Leiden","ChristenUnie","28","Kaper-Hartenberg","E.T.","Esther","v","Kortenhoef"
"Leiden","ChristenUnie","29","Krins","J.T.","Theo","m","Gouda"
"Leiden","ChristenUnie","30","Schuring","H.","Heimen","m","Barneveld"
"Leiden","ChristenUnie","31","van Tatenhove-Meesen","J.A.","Ankie","v","Berkel en Rodenrijs"
"Leiden","ChristenUnie","32","Joosten-Leijendekker","J.M.J.","Janny","v","Enschede"
"Leiden","ChristenUnie","33","Zuidervaart","L.M.","Loes","v","Arnhem"
"Leiden","ChristenUnie","34","Jaspers Faijer","B.","Bart","m","Rouveen"
"Leiden","ChristenUnie","35","Jongman-Mollema","I.M.","Inge","v","Groningen"
"Leiden","ChristenUnie","36","de Haan","J.T.","Jesse","m","Maastricht"
"Leiden","ChristenUnie","37","Baars","H.C.","Dico","m","Meerkerk"
"Leiden","ChristenUnie","38","Visser","F.C.","Frank","m","Haarlem"
"Leiden","ChristenUnie","39","Klein","A.C.","Annacarina","v","Amsterdam"
"Leiden","ChristenUnie","40","Seyed Mehdi","F.","Farshid","m","Almere"
"Leiden","ChristenUnie","41","Kooij-Bas","A.E.","Els","v","IJsselstein"
"Leiden","ChristenUnie","42","van Kranenburg","C.J.","Kees","m","Driebergen-Rijsenburg"
"Leiden","ChristenUnie","43","van den Berg","G.","Gert","m","Nunspeet"
"Leiden","ChristenUnie","44","Balootje","I.S.","Ixora","v","Rotterdam"
"Leiden","ChristenUnie","45","van Zaalen","F.P.","Frans","m","Rhoon"
"Leiden","ChristenUnie","46","Haga","A.","Anja","v","Dokkum"
"Leiden","ChristenUnie","47","van der Spoel","P.L.R.","Ron","m","Amersfoort"
"Leiden","ChristenUnie","48","Stoorvogel","H.","Henk","m","Zwolle"
"Leiden","ChristenUnie","49","van der Veer","A.","Arie","m","Zwolle"
"Leiden","ChristenUnie","50","Bottenbley","O.E.","Orlando","m","Drachten"
"Leiden","GROENLINKS","1","Klaver","J.F.","Jesse","m","'s-Gravenhage"
"Leiden","GROENLINKS","2","Buitenweg","K.M.","Kathalijne","v","Amsterdam"
"Leiden","GROENLINKS","3","van der Lee","T.M.T.","Tom","m","Amsterdam"
"Leiden","GROENLINKS","4","Voortman","L.G.J.","Linda","v","Utrecht"
"Leiden","GROENLINKS","5","Grashoff","H.J.","Rik","m","Delft"
"Leiden","GROENLINKS","6","van Tongeren","L.","Liesbeth","v","Amsterdam"
"Leiden","GROENLINKS","7","de Jonge van Ellemeet","C.E.","Corinne","v","Abcoude"
"Leiden","GROENLINKS","8","Özdil","Z.","Zihni","m","Amsterdam"
"Leiden","GROENLINKS","9","Snels","B.A.W.","Bart","m","Utrecht"
"Leiden","GROENLINKS","10","van Ojik","A.","Bram","m","Amsterdam"
"Leiden","GROENLINKS","11","Kröger","S.C.","Suzanne","v","Amsterdam"
"Leiden","GROENLINKS","12","Özütok","N.","Nevin","v","Amsterdam"
"Leiden","GROENLINKS","13","Smeulders","P.H.M.","Paul","m","'s-Hertogenbosch"
"Leiden","GROENLINKS","14","Westerveld","E.M.","Lisa","v","Nijmegen"
"Leiden","GROENLINKS","15","Bromet","L.","Laura","v","Monnickendam"
"Leiden","GROENLINKS","16","Renkema","W.J.T.","Wim-Jan","m","Meppel"
"Leiden","GROENLINKS","17","van Essen","H.P.","Huib","m","Utrecht"
"Leiden","GROENLINKS","18","van den Berge","C.N.","Niels","m","Tholen"
"Leiden","GROENLINKS","19","Diks","L.I.","Isabelle","v","Leeuwarden"
"Leiden","GROENLINKS","20","van den Nieuwenhuijzen-Wittens","T.J.H.","Tom","m","Utrecht"
"Leiden","GROENLINKS","21","Mahtab","I.A.F.","Ilias","m","Leiden"
"Leiden","GROENLINKS","22","Bouwkamp","C.C.","Cathelijne","v","Arnhem"
"Leiden","GROENLINKS","23","van den Bosch","D.","Dirk","m","Leiden"
"Leiden","GROENLINKS","24","van der Steenhoven","M.V.","Maya","v","Leiden"
"Leiden","GROENLINKS","25","Bonte","A.","Arno","m","Rotterdam"
"Leiden","GROENLINKS","26","van der Kleij","A.M.","Marion","v","Mechelen"
"Leiden","GROENLINKS","27","Kuipers","J.N.","Hans","m","Meppel"
"Leiden","GROENLINKS","28","Arnoldussen","J.","Jonne","m","Amsterdam"
"Leiden","GROENLINKS","29","Duursma","J.","Janet","v","Delden"
"Leiden","GROENLINKS","30","Önder","A.","Armağan","v","Tiel"
"Leiden","GROENLINKS","31","Vintges","V.A.M.","Volkert","m","Nijmegen"
"Leiden","GROENLINKS","32","Bashara","S.R.","Samir","m","Hoorn"
"Leiden","GROENLINKS","33","Bellemakers","H.A.","Huub","m","Nijmegen"
"Leiden","GROENLINKS","34","Smelik","C.W.","Cora","v","Deventer"
"Leiden","GROENLINKS","35","Schers","S.R.M.","Sophie","v","Utrecht"
"Leiden","GROENLINKS","36","Klijmij-van der Laan","M.","Michel","m","Gouda"
"Leiden","GROENLINKS","37","Piers","R.P.A.","Rocco","m","Amsterdam"
"Leiden","GROENLINKS","38","Vermast","P.L.A.","Paul","m","Dronten"
"Leiden","GROENLINKS","39","Snaas","M.","Marjoleine","v","Duiven"
"Leiden","GROENLINKS","40","van Oort","K.J.H.A.","Kevin","m","Raamsdonksveer"
"Leiden","GROENLINKS","41","Hirsch","D.H.","Daniëlle","v","Amsterdam"
"Leiden","GROENLINKS","42","van Grootheest","G.J.","Gerdo","m","Maastricht"
"Leiden","GROENLINKS","43","van Hooijdonk","L.H.L.","Lot","v","Utrecht"
"Leiden","GROENLINKS","44","Kapteijns","F.H.A.","Frans","m","Oisterwijk"
"Leiden","GROENLINKS","45","Scholten","H.T.M.","Lenie","v","Nijmegen"
"Leiden","GROENLINKS","46","Muambi","A.O.","Alphonse","m","'s-Gravenhage"
"Leiden","GROENLINKS","47","Homan-Brinkman","N.","Nienke","v","Groningen"
"Leiden","GROENLINKS","48","El Fassed","A.","Arjan","m","Utrecht"
"Leiden","GROENLINKS","49","Rüter","J.S.","Bas","m","Amsterdam"
"Leiden","GROENLINKS","50","van Gent","W.","Ineke","v","Groningen"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","1","van der Staaij","C.G.","Kees","m","Benthuizen"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","2","Dijkgraaf","E.","Elbert","m","Zevenhuizen"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","3","Bisschop","R.","Roelof","m","Veenendaal"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","4","Ruissen","H.J.A.","Bert-Jan","m","Krimpen aan den IJssel"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","5","Stoffer","C.","Chris","m","Elspeet"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","6","Schipaanboord","G.P.","Geert","m","Leiderdorp"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","7","Kloosterman","J.","Jan","m","Apeldoorn"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","8","Tanis","J.P.","Hans","m","Sliedrecht"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","9","Veldman","J.D.","Joost","m","Dordrecht"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","10","Nieuwenhuis","E.J.","Evert Jan","m","Lisse"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","11","Weggeman","A.","Arnold","m","Capelle aan den IJssel"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","12","Hoek","P.W.J.","Peter","m","Sint Philipsland"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","13","de Knegt","L.","Leendert","m","Barneveld"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","14","Flach","A.J.","André","m","Hendrik-Ido-Ambacht"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","15","van Wikselaar","W.","Wim","m","Driebergen-Rijsenburg"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","16","van Leeuwen","G.R.","Gert","m","Opheusden"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","17","Bosma","E.G.","Ewart","m","Rijssen"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","18","Kok","W.H.","Wim","m","Middelburg"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","19","Bakker","T.","Tom","m","Driezum"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","20","Boonzaaijer","G.","Gerrit","m","Doorn"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","21","Simonse","J.N.","Sjaak","m","Emmeloord"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","22","van Duijn","W.J.","Wim","m","Katwijk"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","23","van Westreenen","S.","Steven","m","Kesteren"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","24","van 't Land","J.A.","Hans","m","Ede"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","25","Noordergraaf","P.T.","Peter","m","Werkendam"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","26","Benschop","J.W.","Jan Willem","m","Lopik"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","27","Dorst","A.I.G.","Ad","m","Yerseke"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","28","van den Berg","W.","Wouter","m","Houten"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","29","de Vries","W.","Wim","m","Veenendaal"
"Leiden","Staatkundig Gereformeerde Partij (SGP)","30","Brouwer","M.","Mark","m","Lunteren"
"Leiden","Partij voor de Dieren","1","Thieme","M.L.","Marianne","v","Maarssen"
"Leiden","Partij voor de Dieren","2","Ouwehand","E.","Esther","v","Leiden"
"Leiden","Partij voor de Dieren","3","van Raan","L.","Lammert","m","Amsterdam"
"Leiden","Partij voor de Dieren","4","Wassenberg","F.P.","Frank","m","Geleen"
"Leiden","Partij voor de Dieren","5","Arissen","F.M.","Femke Merel","v","Huis ter Heide"
"Leiden","Partij voor de Dieren","6","van Esch","E.M.","Eva","v","Utrecht"
"Leiden","Partij voor de Dieren","7","Teunissen","C.","Christine","v","'s-Gravenhage"
"Leiden","Partij voor de Dieren","8","van Leeuwen","M.","Floriske","v","Wyler (DE)"
"Leiden","Partij voor de Dieren","9","Koffeman","N.K.","Niko","m","Vierhouten"
"Leiden","Partij voor de Dieren","10","Engelen","E.R.","Ewald","m","Amsterdam"
"Leiden","Partij voor de Dieren","11","van Lammeren","J.F.W.","Johnas","m","Amsterdam"
"Leiden","Partij voor de Dieren","12","Akerboom","E.S.","Eva","v","Amsterdam"
"Leiden","Partij voor de Dieren","13","van Liere","A.E.","Bram","m","Haarlem"
"Leiden","Partij voor de Dieren","14","van Voorthuizen","G.S.L.","Stephanie","v","Venlo"
"Leiden","Partij voor de Dieren","15","van der Wel","M.C.","Marco","m","Rijsbergen"
"Leiden","Partij voor de Dieren","16","van der Veer","L.R.","Luuk","m","Apeldoorn"
"Leiden","Partij voor de Dieren","17","van Viegen","A.H.K.","Carla","v","Pijnacker"
"Leiden","Partij voor de Dieren","18","Keller","H.J.","Hiltje","v","Driebergen-Rijsenburg"
"Leiden","Partij voor de Dieren","19","van Doorn","M.E.C.","Michelle","v","Nijmegen"
"Leiden","Partij voor de Dieren","20","Plusquin","P.S.M.L.","Pascale","v","Heerlen"
"Leiden","Partij voor de Dieren","21","van der Velden","R.T.J.","Ruud","m","Rotterdam"
"Leiden","Partij voor de Dieren","22","Smit","I.R.","Ilse","v","Ede"
"Leiden","Partij voor de Dieren","23","Vestering","L.","Leonie","v","Almere"
"Leiden","Partij voor de Dieren","24","Travaille","A.","Anjo","m","Utrecht"
"Leiden","Partij voor de Dieren","25","de Wrede","K.","Kirsten","v","Groningen"
"Leiden","Partij voor de Dieren","26","van der Zanden","C.J.M.","Rinie","v","Reitsum"
"Leiden","Partij voor de Dieren","27","Janssens","T.A.O.","Trees","v","Middelburg"
"Leiden","Partij voor de Dieren","28","Kostić","I.","Ines","v","Hilversum"
"Leiden","Partij voor de Dieren","29","Hazekamp","A.A.H.","Anja","v","Alteveer"
"Leiden","Partij voor de Dieren","30","Berendse","F.","Frank","m","Wageningen"
"Leiden","Partij voor de Dieren","31","Biesheuvel","J.M.A.","Maarten","m","Leiden"
"Leiden","Partij voor de Dieren","32","Cruiming","J.P.","Jan-Peter","m","Blaricum"
"Leiden","Partij voor de Dieren","33","Dumon Tak","M.A.","Bibi","v","Amsterdam"
"Leiden","Partij voor de Dieren","34","Engelsman","V.L.","Volkert","m","Bosch en Duin"
"Leiden","Partij voor de Dieren","35","de Haas","J.L.","Johan","m","Velp"
"Leiden","Partij voor de Dieren","36","van der Heijden","A.F.T.","Adri","m","Amsterdam"
"Leiden","Partij voor de Dieren","37","Herstel","M.","Malou","v","Amsterdam"
"Leiden","Partij voor de Dieren","38","van der Steen","M.F.","Mensje","v","Amsterdam"
"Leiden","Partij voor de Dieren","39","Meijer","E.R.","Eva","v","Amsterdam"
"Leiden","Partij voor de Dieren","40","Mutsaers","C.J.M.","Charlotte","v","Amsterdam"
"Leiden","Partij voor de Dieren","41","Nicolaï","P.","Peter","m","Amsterdam"
"Leiden","Partij voor de Dieren","42","Postma","A.","Annemarie","v","Oudehorne"
"Leiden","Partij voor de Dieren","43","Rot","J.","Jan","m","Antwerpen (BE)"
"Leiden","Partij voor de Dieren","44","Rotenstreich","M.M.","Mirjam","v","Amsterdam"
"Leiden","Partij voor de Dieren","45","de Schepper","T.","Teske","v","Amsterdam"
"Leiden","Partij voor de Dieren","46","Schrijver","J.W.","Annemiek","v","Huizen"
"Leiden","Partij voor de Dieren","47","Siebelink","J.G.","Jan","m","Ede"
"Leiden","Partij voor de Dieren","48","van Veen","B.","Babette","v","Bilthoven"
"Leiden","Partij voor de Dieren","49","Verbaan","G.C.","Georgina","v","Amsterdam"
"Leiden","Partij voor de Dieren","50","Woesthoff","M.F.F.","Dinand","m","'s-Gravenhage"
"Leiden","50PLUS","1","Krol","H.C.M.","Henk","m","Eindhoven"
"Leiden","50PLUS","2","Sazias","L.","Léonie","v","Hilversum"
"Leiden","50PLUS","3","van Rooijen","M.J.","Martin","m","Oegstgeest"
"Leiden","50PLUS","4","van Brenk","C.M.","Corrie","v","Utrecht"
"Leiden","50PLUS","5","van Otterloo","G.J.P.","Gerrit Jan","m","'s-Gravenhage"
"Leiden","50PLUS","6","Geleijnse","S.","Simon","m","'s-Gravenhage"
"Leiden","50PLUS","7","Bode","E.M.","Emile","m","Ophemert"
"Leiden","50PLUS","8","Schrover","W.A.A.","Wilma","v","'s-Hertogenbosch"
"Leiden","50PLUS","9","Koopman","M.","Maurice","m","Amersfoort"
"Leiden","50PLUS","10","de Brouwer","R.B.P.","Rob","m","'s-Hertogenbosch"
"Leiden","50PLUS","11","Wiersma","T.","Theun","m","Drachten"
"Leiden","50PLUS","12","Bergen","P.H.","Presley","m","Bladel"
"Leiden","50PLUS","13","van Veeren","P.","Petra","v","Amsterdam"
"Leiden","50PLUS","14","Willemse","W.","Willem","m","Vlissingen"
